,file_name,ch,strain,time,treatment,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,,,,,,,,,,,
3708,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_0.npz,3,Vic,6,INF,338,138,6,33.33333333,,,,,,,,,,,
3709,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_1.npz,3,Vic,6,INF,152,64,2,44,,,,,,,,,,,
3710,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_2.npz,3,Vic,6,INF,2099,705,40,34.85,,,,,,,,,,,
3711,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_3.npz,3,Vic,6,INF,1,1,0,,,,,,,,,,,,
3712,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_4.npz,3,Vic,6,INF,53,53,0,,,,,,,,,,,,
3713,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_5.npz,3,Vic,6,INF,16,16,0,,,,,,,,,,,,
3714,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_6.npz,3,Vic,6,INF,899,704,4,48.75,,,,,,,,,,,
3715,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_7.npz,3,Vic,6,INF,37,37,0,,,,,,,,,,,,
3716,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_8.npz,3,Vic,6,INF,24,24,0,,,,,,,,,,,,
3717,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_0.npz,4,Vic,6,INF,133,78,3,18.33333333,,,,,,,,,,,
3718,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_1.npz,4,Vic,6,INF,29,29,0,,,,,,,,,,,,
3719,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_2.npz,4,Vic,6,INF,695,490,18,11.38888889,,,,,,,,,,,
3720,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_3.npz,4,Vic,6,INF,2,2,0,,,,,,,,,,,,
3721,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_4.npz,4,Vic,6,INF,37,37,0,,,,,,,,,,,,
3722,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_5.npz,4,Vic,6,INF,13,13,0,,,,,,,,,,,,
3723,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_6.npz,4,Vic,6,INF,132,106,2,13,,,,,,,,,,,
3724,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_7.npz,4,Vic,6,INF,14,14,0,,,,,,,,,,,,
3725,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_8.npz,4,Vic,6,INF,54,31,1,23,,,,,,,,,,,
3726,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_0.npz,3,Vic,6,INF,511,474,2,18.5,,,,,,,,,,,
3727,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_1.npz,3,Vic,6,INF,57,57,0,,,,,,,,,,,,
3728,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_2.npz,3,Vic,6,INF,746,43,2,351.5,,,,,,,,,,,
3729,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_3.npz,3,Vic,6,INF,1141,94,2,523.5,,,,,,,,,,,
3730,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_4.npz,3,Vic,6,INF,88,88,0,,,,,,,,,,,,
3731,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_0.npz,4,Vic,6,INF,719,118,1,601,,,,,,,,,,,
3732,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_1.npz,4,Vic,6,INF,31,31,0,,,,,,,,,,,,
3733,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_2.npz,4,Vic,6,INF,54,54,0,,,,,,,,,,,,
3734,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_3.npz,4,Vic,6,INF,627,106,1,521,,,,,,,,,,,
3735,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_4.npz,4,Vic,6,INF,713,119,2,297,,,,,,,,,,,
3736,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_0.npz,3,Vic,6,INF,90105,6028,135,622.7925926,,,,,,,,,,,
3737,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_1.npz,3,Vic,6,INF,25926,1297,44,559.75,,,,,,,,,,,
3738,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_2.npz,3,Vic,6,INF,111536,8198,327,316.0183486,,,,,,,,,,,
3739,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_3.npz,3,Vic,6,INF,56,56,0,,,,,,,,,,,,
3740,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_4.npz,3,Vic,6,INF,66,66,0,,,,,,,,,,,,
3741,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch4_results_cell_0.npz,4,Vic,6,INF,1926,315,17,94.76470588,,,,,,,,,,,
3742,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch4_results_cell_1.npz,4,Vic,6,INF,739,115,8,78,,,,,,,,,,,
3743,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch4_results_cell_2.npz,4,Vic,6,INF,5414,1451,85,46.62352941,,,,,,,,,,,
3744,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch4_results_cell_3.npz,4,Vic,6,INF,6,6,0,,,,,,,,,,,,
3745,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch4_results_cell_4.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3746,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_0.npz,3,Vic,6,INF,48,48,0,,,,,,,,,,,,
3747,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_1.npz,3,Vic,6,INF,1335,116,2,609.5,,,,,,,,,,,
3748,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_2.npz,3,Vic,6,INF,57701,3765,99,544.8080808,,,,,,,,,,,
3749,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_3.npz,3,Vic,6,INF,86,86,0,,,,,,,,,,,,
3750,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_4.npz,3,Vic,6,INF,4137,528,6,601.5,,,,,,,,,,,
3751,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch3_results_cell_5.npz,3,Vic,6,INF,14814,4714,32,315.625,,,,,,,,,,,
3752,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch4_results_cell_0.npz,4,Vic,6,INF,42,42,0,,,,,,,,,,,,
3753,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch4_results_cell_1.npz,4,Vic,6,INF,605,93,1,512,,,,,,,,,,,
3754,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch4_results_cell_2.npz,4,Vic,6,INF,68610,5484,170,371.3294118,,,,,,,,,,,
3755,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch4_results_cell_3.npz,4,Vic,6,INF,72,72,0,,,,,,,,,,,,
3756,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch4_results_cell_4.npz,4,Vic,6,INF,2207,297,4,477.5,,,,,,,,,,,
3757,CoV-FISH-10_Vero_6h_Vic_INF_R2_00003_ch4_results_cell_5.npz,4,Vic,6,INF,9308,902,16,525.375,,,,,,,,,,,
3758,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch3_results_cell_0.npz,3,Vic,6,INF,54,54,0,,,,,,,,,,,,
3759,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch3_results_cell_1.npz,3,Vic,6,INF,93,93,0,,,,,,,,,,,,
3760,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch3_results_cell_2.npz,3,Vic,6,INF,2478,643,13,141.1538462,,,,,,,,,,,
3761,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch3_results_cell_3.npz,3,Vic,6,INF,20529,7034,160,84.34375,,,,,,,,,,,
3762,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch3_results_cell_4.npz,3,Vic,6,INF,260,81,1,179,,,,,,,,,,,
3763,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch4_results_cell_0.npz,4,Vic,6,INF,31,31,0,,,,,,,,,,,,
3764,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch4_results_cell_1.npz,4,Vic,6,INF,43,43,0,,,,,,,,,,,,
3765,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch4_results_cell_2.npz,4,Vic,6,INF,2117,484,13,125.6153846,,,,,,,,,,,
3766,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch4_results_cell_3.npz,4,Vic,6,INF,32785,6797,221,117.5927602,,,,,,,,,,,
3767,CoV-FISH-10_Vero_6h_Vic_INF_R2_00004_ch4_results_cell_4.npz,4,Vic,6,INF,301,66,1,235,,,,,,,,,,,
3768,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_0.npz,3,Vic,6,INF,1393,1186,5,41.4,,,,,,,,,,,
3769,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_1.npz,3,Vic,6,INF,2138,450,12,140.6666667,,,,,,,,,,,
3770,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_2.npz,3,Vic,6,INF,11607,3473,62,131.1935484,,,,,,,,,,,
3771,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_3.npz,3,Vic,6,INF,372,175,1,197,,,,,,,,,,,
3772,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch3_results_cell_4.npz,3,Vic,6,INF,57,57,0,,,,,,,,,,,,
3773,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch4_results_cell_0.npz,4,Vic,6,INF,3,3,0,,,,,,,,,,,,
3774,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch4_results_cell_1.npz,4,Vic,6,INF,154,33,2,60.5,,,,,,,,,,,
3775,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch4_results_cell_2.npz,4,Vic,6,INF,594,156,8,54.75,,,,,,,,,,,
3776,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch4_results_cell_3.npz,4,Vic,6,INF,5,5,0,,,,,,,,,,,,
3777,CoV-FISH-10_Vero_6h_Vic_INF_R2_00005_ch4_results_cell_4.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3778,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_0.npz,3,Vic,6,INF,237,39,1,198,,,,,,,,,,,
3779,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_1.npz,3,Vic,6,INF,36,36,0,,,,,,,,,,,,
3780,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_2.npz,3,Vic,6,INF,429,88,2,170.5,,,,,,,,,,,
3781,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_3.npz,3,Vic,6,INF,50,50,0,,,,,,,,,,,,
3782,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_4.npz,3,Vic,6,INF,1235,429,5,161.2,,,,,,,,,,,
3783,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_5.npz,3,Vic,6,INF,2197,534,12,138.5833333,,,,,,,,,,,
3784,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch3_results_cell_6.npz,3,Vic,6,INF,22324,6778,167,93.08982036,,,,,,,,,,,
3785,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_0.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3786,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_1.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3787,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_2.npz,4,Vic,6,INF,14,14,0,,,,,,,,,,,,
3788,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_3.npz,4,Vic,6,INF,5,5,0,,,,,,,,,,,,
3789,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_4.npz,4,Vic,6,INF,8,8,0,,,,,,,,,,,,
3790,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_5.npz,4,Vic,6,INF,10,10,0,,,,,,,,,,,,
3791,CoV-FISH-10_Vero_6h_Vic_INF_R2_00006_ch4_results_cell_6.npz,4,Vic,6,INF,866,515,27,13,,,,,,,,,,,
3792,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_0.npz,3,Vic,6,INF,38477,4977,254,131.8897638,,,,,,,,,,,
3793,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_10.npz,3,Vic,6,INF,54,54,0,,,,,,,,,,,,
3794,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_1.npz,3,Vic,6,INF,26,26,0,,,,,,,,,,,,
3795,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_2.npz,3,Vic,6,INF,1188,265,7,131.8571429,,,,,,,,,,,
3796,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_3.npz,3,Vic,6,INF,1459,141,6,219.6666667,,,,,,,,,,,
3797,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_4.npz,3,Vic,6,INF,10,10,0,,,,,,,,,,,,
3798,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_5.npz,3,Vic,6,INF,1,1,0,,,,,,,,,,,,
3799,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_6.npz,3,Vic,6,INF,271,21,1,250,,,,,,,,,,,
3800,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_7.npz,3,Vic,6,INF,2765,976,7,255.5714286,,,,,,,,,,,
3801,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_8.npz,3,Vic,6,INF,1,1,0,,,,,,,,,,,,
3802,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch3_results_cell_9.npz,3,Vic,6,INF,170,170,0,,,,,,,,,,,,
3803,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_0.npz,4,Vic,6,INF,90790,7962,399,207.5889724,,,,,,,,,,,
3804,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_10.npz,4,Vic,6,INF,106,106,0,,,,,,,,,,,,
3805,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_1.npz,4,Vic,6,INF,78,78,0,,,,,,,,,,,,
3806,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_2.npz,4,Vic,6,INF,5323,441,16,305.125,,,,,,,,,,,
3807,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_3.npz,4,Vic,6,INF,8607,428,20,408.95,,,,,,,,,,,
3808,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_4.npz,4,Vic,6,INF,73,73,0,,,,,,,,,,,,
3809,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_5.npz,4,Vic,6,INF,22,22,0,,,,,,,,,,,,
3810,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_6.npz,4,Vic,6,INF,2284,185,5,419.8,,,,,,,,,,,
3811,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_7.npz,4,Vic,6,INF,16058,1300,34,434.0588235,,,,,,,,,,,
3812,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_8.npz,4,Vic,6,INF,28,28,0,,,,,,,,,,,,
3813,CoV-FISH-10_Vero_6h_Vic_INF_R2_00007_ch4_results_cell_9.npz,4,Vic,6,INF,233,233,0,,,,,,,,,,,,
3814,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch3_results_cell_0.npz,3,Vic,6,INF,32,32,0,,,,,,,,,,,,
3815,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch3_results_cell_1.npz,3,Vic,6,INF,70878,7615,320,197.696875,,,,,,,,,,,
3816,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch3_results_cell_2.npz,3,Vic,6,INF,17596,4452,43,305.6744186,,,,,,,,,,,
3817,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch3_results_cell_3.npz,3,Vic,6,INF,94,94,0,,,,,,,,,,,,
3818,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch4_results_cell_0.npz,4,Vic,6,INF,63,63,0,,,,,,,,,,,,
3819,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch4_results_cell_1.npz,4,Vic,6,INF,354608,16277,691,489.6251809,,,,,,,,,,,
3820,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch4_results_cell_2.npz,4,Vic,6,INF,69598,2290,70,961.5428571,,,,,,,,,,,
3821,CoV-FISH-10_Vero_6h_Vic_INF_R2_00008_ch4_results_cell_3.npz,4,Vic,6,INF,17300,564,29,577.1034483,,,,,,,,,,,
3822,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_0.npz,3,Vic,6,INF,3367,1341,10,202.6,,,,,,,,,,,
3823,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_1.npz,3,Vic,6,INF,463,74,1,389,,,,,,,,,,,
3824,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_2.npz,3,Vic,6,INF,3157,717,15,162.6666667,,,,,,,,,,,
3825,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_3.npz,3,Vic,6,INF,6000,716,35,150.9714286,,,,,,,,,,,
3826,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch3_results_cell_4.npz,3,Vic,6,INF,83,83,0,,,,,,,,,,,,
3827,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch4_results_cell_0.npz,4,Vic,6,INF,679,173,8,63.25,,,,,,,,,,,
3828,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch4_results_cell_1.npz,4,Vic,6,INF,33,33,0,,,,,,,,,,,,
3829,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch4_results_cell_2.npz,4,Vic,6,INF,186,88,1,98,,,,,,,,,,,
3830,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch4_results_cell_3.npz,4,Vic,6,INF,121,114,1,7,,,,,,,,,,,
3831,CoV-FISH-10_Vero_6h_Vic_INF_R2_00009_ch4_results_cell_4.npz,4,Vic,6,INF,26,26,0,,,,,,,,,,,,
3832,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_0.npz,3,Vic,6,INF,8734,1156,12,631.5,,,,,,,,,,,
3833,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_1.npz,3,Vic,6,INF,1337,636,2,350.5,,,,,,,,,,,
3834,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_2.npz,3,Vic,6,INF,304,304,0,,,,,,,,,,,,
3835,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_3.npz,3,Vic,6,INF,42342,4581,59,640.0169492,,,,,,,,,,,
3836,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_4.npz,3,Vic,6,INF,5500,1519,8,497.625,,,,,,,,,,,
3837,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_5.npz,3,Vic,6,INF,9063,533,34,250.8823529,,,,,,,,,,,
3838,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch3_results_cell_6.npz,3,Vic,6,INF,133813,9265,439,283.7084282,,,,,,,,,,,
3839,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_0.npz,4,Vic,6,INF,16132,815,18,850.9444444,,,,,,,,,,,
3840,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_1.npz,4,Vic,6,INF,1239,295,1,944,,,,,,,,,,,
3841,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_2.npz,4,Vic,6,INF,223,223,0,,,,,,,,,,,,
3842,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_3.npz,4,Vic,6,INF,70388,2655,70,967.6142857,,,,,,,,,,,
3843,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_4.npz,4,Vic,6,INF,6711,671,10,604,,,,,,,,,,,
3844,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_5.npz,4,Vic,6,INF,4892,376,10,451.6,,,,,,,,,,,
3845,CoV-FISH-10_Vero_6h_Vic_INF_R2_00010_ch4_results_cell_6.npz,4,Vic,6,INF,417089,17076,807,495.6790582,,,,,,,,,,,
3846,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_0.npz,3,Vic,6,INF,3427,519,14,207.7142857,,,,,,,,,,,
3847,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_1.npz,3,Vic,6,INF,97,97,0,,,,,,,,,,,,
3848,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_2.npz,3,Vic,6,INF,67,67,0,,,,,,,,,,,,
3849,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_3.npz,3,Vic,6,INF,86377,11160,204,368.7107843,,,,,,,,,,,
3850,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch3_results_cell_4.npz,3,Vic,6,INF,2473,288,4,546.25,,,,,,,,,,,
3851,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch4_results_cell_0.npz,4,Vic,6,INF,343,291,3,17.33333333,,,,,,,,,,,
3852,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch4_results_cell_1.npz,4,Vic,6,INF,615,117,1,498,,,,,,,,,,,
3853,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch4_results_cell_2.npz,4,Vic,6,INF,72,72,0,,,,,,,,,,,,
3854,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch4_results_cell_3.npz,4,Vic,6,INF,75819,9232,207,321.6763285,,,,,,,,,,,
3855,CoV-FISH-10_Vero_6h_Vic_INF_R2_00011_ch4_results_cell_4.npz,4,Vic,6,INF,4606,389,9,468.5555556,,,,,,,,,,,
3856,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_0.npz,3,Vic,6,INF,7426,3798,75,48.37333333,,,,,,,,,,,
3857,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_1.npz,3,Vic,6,INF,4572,3037,27,56.85185185,,,,,,,,,,,
3858,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_2.npz,3,Vic,6,INF,188,84,1,104,,,,,,,,,,,
3859,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_3.npz,3,Vic,6,INF,185,93,1,92,,,,,,,,,,,
3860,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_4.npz,3,Vic,6,INF,55,55,0,,,,,,,,,,,,
3861,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_5.npz,3,Vic,6,INF,86,86,0,,,,,,,,,,,,
3862,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch3_results_cell_6.npz,3,Vic,6,INF,162,61,1,101,,,,,,,,,,,
3863,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_0.npz,4,Vic,6,INF,1120,618,28,17.92857143,,,,,,,,,,,
3864,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_1.npz,4,Vic,6,INF,152,93,6,9.833333333,,,,,,,,,,,
3865,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_2.npz,4,Vic,6,INF,8,8,0,,,,,,,,,,,,
3866,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_3.npz,4,Vic,6,INF,6,6,0,,,,,,,,,,,,
3867,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_4.npz,4,Vic,6,INF,0,0,0,,,,,,,,,,,,
3868,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_5.npz,4,Vic,6,INF,7,7,0,,,,,,,,,,,,
3869,CoV-FISH-10_Vero_6h_Vic_INF_R2_00012_ch4_results_cell_6.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3870,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_0.npz,3,Vic,6,INF,31,31,0,,,,,,,,,,,,
3871,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_1.npz,3,Vic,6,INF,8707,1192,13,578.0769231,,,,,,,,,,,
3872,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_2.npz,3,Vic,6,INF,6231,281,23,258.6956522,,,,,,,,,,,
3873,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_3.npz,3,Vic,6,INF,45762,2167,156,279.4551282,,,,,,,,,,,
3874,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch3_results_cell_4.npz,3,Vic,6,INF,8,8,0,,,,,,,,,,,,
3875,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch4_results_cell_0.npz,4,Vic,6,INF,1,1,0,,,,,,,,,,,,
3876,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch4_results_cell_1.npz,4,Vic,6,INF,495,92,4,100.75,,,,,,,,,,,
3877,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch4_results_cell_2.npz,4,Vic,6,INF,271,155,3,38.66666667,,,,,,,,,,,
3878,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch4_results_cell_3.npz,4,Vic,6,INF,3064,588,20,123.8,,,,,,,,,,,
3879,CoV-FISH-10_Vero_6h_Vic_INF_R2_00013_ch4_results_cell_4.npz,4,Vic,6,INF,4,4,0,,,,,,,,,,,,
3880,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_0.npz,3,Vic,6,INF,88435,8192,229,350.4061135,,,,,,,,,,,
3881,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_1.npz,3,Vic,6,INF,328,140,1,188,,,,,,,,,,,
3882,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_2.npz,3,Vic,6,INF,84,84,0,,,,,,,,,,,,
3883,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_3.npz,3,Vic,6,INF,53,53,0,,,,,,,,,,,,
3884,CoV-FISH-10_Vero_6h_Vic_INF_R2_00014_ch3_results_cell_4.npz,3,Vic,6,INF,21603,6513,46,328.0434783,,,,,,,,,,,
